RefID, ClusterID
B973877, A973225
B973915, A906845
B973953, A927866
B973986, A929952
B973994, A968918
B974010, A933888
B974080, B974080
B974091, A935807
B974222, A905488
B974231, A935984
B974245, B974245
B974255, A914597
B974307, A906942
B974314, A906634
B974326, B912430
B974329, A910604
B974403, A916510
B974422, A938362
B974427, A917287
B974450, A940381
B974452, A920211
B974473, A912356
B974500, A918922
B974513, A944274
B974550, A909342
B974597, A905748
B974616, A913715
B974620, B974620
B974670, A911367
B974675, A906926
B974692, B974692
B974702, B974702
B974720, B974720
B974751, A959526
B974758, A919447
B974772, A913178
B974820, B974820
B974855, A917573
B974915, A920536
B975026, A922943
B975051, A938362
B975054, A918633
B975061, A917739
B975063, A909924
B975065, A911006
B975066, B975066
B975216, A922880
B975219, B975219
B975256, A909471
B975266, B975266
B975397, A915742
B975405, A931407
B975416, A927884
B975427, A909342
B975453, B975453
B975555, B975555
B975595, A911006
B975689, B975689
B975690, A911943
B975704, B912820
B975730, B899330
B975732, A912186
B975745, A922841
B975785, B905896
B975793, A988827
B975805, B936301
B975840, A945454
B975861, A962379
B975887, A920955
B975893, A947088
B975952, A943912
B975977, B975977
B975998, A937010
B976011, A963942
B976025, B899330
B976047, A933945
B976055, A905817
B976112, B976112
B976156, B976156
B976182, A993384
B976228, A922442
B976240, A945092
B976258, A935302
B976300, A962473
B976303, A920955
B976365, A944035
B976403, A926355
B976431, A940000
B976455, A951787
B976489, B938063
B976526, B976526
B976543, A911368
B976607, B976607
B976712, A905010
B976744, A920955
B976748, B976748
B976775, B976775
B976840, B976840
B976877, A916934
B977057, A922167
B977062, A920536
B977063, A946528
B977074, A953851
B977149, A938271
B977224, A909028
B977275, A915296
B977290, A926651
B977323, B902671
B977390, A913178
B977488, A920955
B977526, A943522
B977538, B977538
B977573, A908482
B977642, B977642
B977710, B977710
B977713, A916045
B977813, A910060
B977840, B905896
B977853, B977853
B977918, A914739
B977970, A906864
B978014, A912451
B978021, A906829
B978043, A913715
B978193, A984363
B978248, A915742
B978251, A927866
B978284, B920356
B978318, A967362
B978334, B925918
B978372, A934739
B978374, A923733
B978382, A935302
B978486, B978486
B978509, A935302
B978560, B978560
B978578, A911973
B978638, A926651
B978662, B922577
B978711, A916510
B978718, A958492
B978744, A967075
B978838, A906829
B978848, B978848
B978859, A931944
B978900, A931912
B978942, A910126
B979016, A917299
B979032, A907284
B979079, A912451
B979102, B909496
B979219, A943522
B979262, A924231
B979266, A923069
B979334, A931944
B979433, A913466
B979536, B979536
B979680, A909466
B979691, A924699
B979704, A907656
B979741, A933308
B979796, A909202
B979797, A905817
B979801, B979801
B979833, A912203
B979878, A927156
B980007, A924699
B980027, A910060
B980031, B929827
B980086, A907505
B980130, A920907
B980147, B972714
B980207, A939125
B980220, B923834
B980279, A923733
B980324, A929431
B980384, A935248
B980393, B939117
B980412, A924243
B980430, B980430
B980438, B980438
B980466, A911385
B980508, A939529
B980529, A928942
B980552, A909989
B980561, B980561
B980568, B980568
B980590, A920447
B980604, A908266
B980644, B980644
B980662, A913592
B980666, A912796
B980692, A904739
B980693, B980693
B980694, A923492
B980695, A961214
B980700, B980700
B980702, B980702
B980719, A922639
B980723, B980723
B980784, A938120
B980833, A911959
B980840, B980840
B980859, B901044
B980863, A915852
B980866, A989772
B980871, A990876
B980895, A975931
B981172, A923305
B981177, A909989
B981183, A923076
B981243, A909466
B981262, A922769
B981312, A939146
B981383, B939117
B981452, A947420
B981502, B914422
B981533, A917033
B981558, B923834
B981561, A915340
B981578, B981578
B981608, A942111
B981612, A949787
B981618, A933945
B981630, A907671
B981632, B903530
B981648, B981648
B981656, A905978
B981663, A967526
B981748, A942473
B981754, B981754
B981761, A929121
B981805, A911548
B981828, A905817
B981864, A930840
B981877, A910852
B981897, A907284
B981948, A906433
B981972, A939520
B981976, A925258
B982095, A909202
B982129, A945092
B982130, A936324
B982183, A913178
B982185, A908266
B982190, A904861
B982194, B899330
B982223, A963942
B982261, B982261
B982269, A993890
B982341, B982341
B982343, A933364
B982449, A919080
B982450, A922880
B982452, A925524
B982484, A965437
B982498, A913715
B982524, A915732
B982535, A921338
B982545, A917198
B982653, A905465
B982668, A911202
B982702, A928018
B982751, A929301
B982757, A947374
B982828, A906864
B982877, A912356
B982927, A905817
B982946, B940477
B982950, A930840
B983008, B983008
B983020, A959251
B983049, A912186
B983081, A925346
B983083, B983083
B983118, A911202
B983155, A905465
B983162, A933276
B983166, A965056
B983175, A906829
B983215, A924699
B983220, B983220
B983291, A910463
B983299, A929431
B983321, A945314
B983367, A913715
B983383, A931944
B983393, A914597
B983398, A923069
B983422, A915213
B983459, B983459
B983461, B983461
B983471, A913342
B983492, B939117
B983502, A983903
B983575, A970745
B983674, A923013
B983771, B912820
B983783, B939117
B983804, A938120
B983820, A917573
B983830, A935904
B983848, B983848
B983882, A907249
B983903, A905577
B983946, A919447
B983973, A944378
B983982, A910463
B984005, A961214
B984086, A910126
B984111, A935807
B984113, A921338
B984116, A962876
B984123, B984123
B984145, A929623
B984193, B984193
B984196, A927156
B984211, A906820
B984219, B984219
B984227, A914448
B984235, A909854
B984244, B984244
B984258, A933636
B984261, A928821
B984301, A961214
B984311, A929431
B984360, A915742
B984370, A910769
B984452, B984452
B984466, A906178
B984534, A997308
B984545, B950412
B984568, A915340
B984611, B984611
B984658, A912953
B984666, B984666
B984740, B984740
B984742, A904811
B984815, B984815
B984833, A906926
B984845, A910126
B984868, A930840
B985017, A951748
B985033, A906172
B985060, A912356
B985086, A907296
B985121, A922167
B985175, A915852
B985223, A916219
B985231, A908231
B985241, A922294
B985360, A907296
B985407, A905562
B985492, B911681
B985560, B985560
B985596, B985596
B985614, A923894
B985654, A910769
B985696, B985696
B985746, A939529
B985770, A922943
B985819, A913592
B985820, B935723
B985824, B985824
B985826, A935668
B985850, A923305
B985908, A922383
B985964, A943900
B985981, A910463
B986011, A923733
B986017, A937355
B986045, A929623
B986049, B986049
B986064, A940381
B986081, A910126
B986108, A910960
B986117, A917033
B986119, B922577
B986180, A906926
B986197, B955964
B986236, A920496
B986244, B986244
B986277, B914422
B986287, B953765
B986335, A915340
B986445, A909924
B986446, A948003
B986519, B986519
B986625, B986625
B986628, A925907
B986665, A919447
B986702, A923305
B986706, A914246
B986707, A911662
B986715, B986715
B986718, A913466
B986760, A917801
B986814, A933945
B986839, A927616
B986841, A920447
B986857, A918089
B986863, A928313
B986875, B986875
B986881, A913011
B986912, A963095
B986916, A907384
B986983, B984452
B987032, B987032
B987043, A913847
B987089, B987089
B987125, A964557
B987140, B987140
B987171, B974620
B987173, B921228
B987175, B987175
B987191, A923472
B987194, A923732
B987241, B987241
B987338, A942675
B987405, B987405
B987473, B987473
B987492, A910852
B987555, A910060
B987641, A987740
B987863, A942973
B987948, A933933
B987982, A914597
B987993, A907782
B987994, A934032
B988028, B988028
B988039, A908180
B988099, A926651
B988100, A919680
B988109, A935144
B988181, B988181
B988192, A984790
B988199, A914246
B988240, A914597
B988257, A908528
B988355, A948195
B988389, A909666
B988408, A906879
B988489, A956938
B988507, B988507
B988579, A937010
B988617, A911120
B988693, B988693
B988766, A918828
B988796, B988796
B988804, A934936
B988809, A909014
B988811, A908732
B988906, A909904
B988908, A926082
B988952, B988952
B988957, A931209
B988961, A912186
B989027, A925346
B989158, A937475
B989171, A911006
B989175, B989175
B989242, A909989
B989260, A906578
B989301, A934780
B989317, A916045
B989328, A908266
B989335, A909989
B989373, A962095
B989375, A940000
B989386, A944968
B989395, A938362
B989433, A911504
B989445, A929751
B989462, A938419
B989468, A907164
B989482, A910463
B989497, B942319
B989499, A909904
B989503, A928673
B989541, A917198
B989563, A917198
B989633, B989633
B989635, B911525
B989652, B989652
B989654, A918089
B989754, A923941
B989763, A926481
B989773, A915852
B989774, A915732
B989854, A959383
B989872, A927156
B989880, A929352
B989937, A920094
B989966, B989966
B990014, A914579
B990096, A933790
B990130, A910126
B990203, A985400
B990212, A905748
B990238, A905951
B990278, A928313
B990284, A908653
B990320, A911120
B990328, B990328
B990329, A908835
B990366, B990366
B990379, A941655
B990391, A906578
B990395, A907263
B990457, A920447
B990482, A982251
B990501, B990501
B990563, A919591
B990585, A958231
B990702, B990702
B990739, A932778
B990778, B928175
B990894, A924726
B990926, A912186
B990986, B990986
B990994, A907131
B991090, A935248
B991096, B928518
B991106, A914585
B991109, A904811
B991132, A907336
B991135, A906578
B991200, B991200
B991224, B991224
B991289, B938293
B991325, A921338
B991342, A907656
B991347, A914585
B991375, A915742
B991383, B901569
B991388, A934282
B991408, B991408
B991464, A905663
B991485, A908732
B991576, A906926
B991642, A922314
B991646, A917968
B991688, A911180
B991742, A906926
B991748, B991748
B991761, A915296
B991768, A926791
B991770, A934244
B991787, B991787
B991797, A925037
B991836, A961597
B991850, A927866
B991865, A904739
B991888, A905748
B991951, A923941
B991980, A908662
B992050, B898720
B992068, B932611
B992093, B992093
B992120, A929431
B992171, B992171
B992244, A916934
B992249, B992249
B992336, A913715
B992351, A917230
B992435, A908653
B992444, B992444
B992466, A915428
B992520, A905010
B992530, A933573
B992532, A922175
B992541, A910303
B992545, A906178
B992572, B928175
B992584, A911420
B992665, A910004
B992750, A914922
B992769, A909989
B992778, B992778
B992837, A917573
B992918, B992918
B992922, A907336
B992944, B942319
B992960, A910126
B992977, A915732
B992981, A923069
B993007, A964355
B993069, A913466
B993094, B993094
B993115, A906926
B993121, B913675
B993152, A906338
B993154, B911681
B993219, A969654
B993234, A969468
B993291, B993291
B993316, A907384
B993327, A920211
B993339, B993339
B993391, A933364
B993489, A917828
B993571, B993571
B993587, B993587
B993651, A915732
B993656, A945092
B993686, A922383
B993689, B906409
B993697, A996736
B993700, A948850
B993778, A939520
B993908, B917944
B993984, B993984
B994082, B920356
B994093, A961791
B994172, A931407
B994181, A910008
B994200, A916545
B994206, A905465
B994213, A905951
B994334, A917609
B994356, A914381
B994373, A917011
B994430, B994430
B994498, A920094
B994506, A915363
B994531, A978518
B994573, A913833
B994616, A914597
B994652, A920447
B994653, A943912
B994672, B957323
B994678, A919080
B994723, A949027
B994763, A923673
B994780, B922577
B994790, B994790
B994795, A927616
B994813, A919447
B994823, A927616
B994833, A922562
B994858, A908662
B994872, A914922
B994904, A921673
B994907, B994907
B994938, A975451
B994941, B992778
B994945, A953519
B994950, A933568
B994990, B994990
B995020, A937475
B995030, A967948
B995068, A914579
B995069, B917944
B995121, A944466
B995136, A917299
B995162, A915157
B995237, A922314
B995423, A919591
B995435, B932611
B995469, B995469
B995527, A926438
B995538, A953583
B995602, A923664
B995610, A912953
B995613, B995613
B995623, A924429
B995700, A921090
B995715, A911420
B995723, B899862
B995751, A909989
B995782, A912186
B995867, A916017
B995874, B923103
B995918, B923834
B995942, B995942
B995998, A912953
B996057, A909014
B996080, B996080
B996107, A905010
B996129, A938271
B996132, A916017
B996222, B948117
B996282, B996282
B996290, A982571
B996322, A990876
B996390, A905844
B996398, B996398
B996400, B996400
B996404, A922383
B996420, A917801
B996453, A941375
B996463, A934244
B996465, A920447
B996499, A907131
B996631, A916045
B996639, B950859
B996662, B957323
B996689, A953969
B996707, A906578
B996723, B996723
B996858, A907249
B996883, A915732
B996892, A909768
B996923, A904913
B996926, A909854
B996952, A907284
B996986, A929431
B997013, A905041
B997098, A992801
B997105, A963942
B997117, A905844
B997227, A911006
B997286, A924231
B997328, A911120
B997360, A969468
B997469, B997469
B997512, A990361
B997570, A945092
B997586, A921090
B997642, A924429
B997674, A913358
B997729, A929431
B997734, B907102
B997807, A944466
B997820, A911006
B997836, B997836
B997851, A930272
B997863, B997863
B997968, A910769
B998046, B912063
B998082, B998082
B998119, A917198
B998171, A908429
B998180, A944274
B998225, A906433
B998241, B922577
B998260, B942781
B998310, A927252
B998335, A913011
B998346, B981754
B998353, A908266
B998378, A913833
B998420, A905562
B998445, A912186
B998470, B998470
B998479, B913675
B998534, A914739
B998538, A904861
B998579, A933059
B998623, A923894
B998648, A920211
B998807, A904735
B998824, A919680
B998831, A919447
B998854, B998854
B998856, A934244
B998897, A917230
