token,frequency
CHANDRA,2
CHATEAU,2
CHIN,2
CHOCTAW,2
CHONG,2
CHRISIAN,2
CHRISOTPHER,2
CIVETTA,2
CKA,2
CLAARKE,2
CLARE,2
CLARK,2
CLEMENTE,2
CLOVER,2
CLUADIA,2
CNOCEPCION,2
CNTRERAS,2
CODY,2
COELE,2
COLLET,2
COLORADO,2
COMFORT,2
COMMONWEALTH,2
COPPERAS,2
CORELL,2
CORIN,2
CORRINE,2
CORRY,2
COURTYARD,2
COVENTRY,2
COY,2
COZRBIN,2
CRAMEN,2
CRESTWATER,2
CRESTWOOD,2
CRHISTOPHER,2
CRIAG,2
CRONUS,2
CROSSCREEK,2
CROSSWINDS,2
CROWN,2
CRUISE,2
CRYSTAL,2
CSTELINO,2
CULLEN,2
DALDUMAYN,2
DANIELS,2
DARTMOUTH,2
DAVILAFINALES,2
DAY,2
DCA,2
DCOKTER,2
DDR,2
DEEN,2
DEESUS,2
DEIDRA,2
DEJFESUS,2
DEMPSEY,2
DEVIS,2
DEWEY,2
DEWITT,2
DIABLO,2
DICPKS,2
DICSK,2
DIV,2
DIXIE,2
DIYCKS,2
DKR,2
DOCGKTER,2
DOCKTRE,2
DOMINAG,2
DOTY,2
DOUBLE,2
DOVERWOOD,2
DPAZZI,2
DPR,2
DRA,2
DREW,2
DRI,2
DRYCREEK,2
DRYER,2
DTORRES,2
DUAEN,2
DUARTE,2
DURNA,2
DVAID,2
DWAIBEL,2
E338,2
EARHEART,2
EARLANDER,2
EAVE,2
EDAR,2
EDENFIELD,2
EDGEMOOR,2
EDINBURGH,2
EDINGER,2
EDWADRO,2
EECE,2
EJRDAN,2
ELGIN,2
ELIZABTEH,2
ELLIOTT,2
ELMSGROVE,2
ELMSHAVEN,2
ELSIE,2
ELVERTA,2
EMETR,2
EMIL,2
EMMA,2
EMMIE,2
EMMITT,2
EMORY,2
ENCHANTED,2
EPGGY,2
EPREZ,2
ER,2
ERDDISH,2
ESCRNE,2
ESRTADAGOMEZ,2
ESSGI,2
EST,2
ETIWANDA,2
EVRNON,2
FAIRLANE,2
FAIRLEE,2
FANNING,2
FARMS,2
FBAIAN,2
FELI,2
FELIEP,2
FENCEROW,2
FERDINAND,2
FERDINANDO,2
FEREIRA,2
FERREIAR,2
FISCHER,2
FLAM,2
FLBA,2
FLE,2
FLEENER,2
FLOERS,2
FLORENCITA,2
FLORLES,2
FLORS,2
FLORSE,2
FLORWIDA,2
FONANA,2
FORIDA,2
FORSYTHE,2
FORTUNA,2
FORUM,2
FOSTER,2
FPOWER,2
FRENO,2
FRODHAM,2
FRUIT,2
FYLORIDA,2
GAFRIO,2
GALLGEOS,2
GAMA,2
GAMABN,2
GAMAKN,2
GANDY,2
GARCAI,2
GARRIOSN,2
GARRY,2
GASDAGLSI,2
GBISON,2
GBOX,2
GCA,2
GERADL,2
GERGORY,2
GIANRD,2
GIANT,2
GILLY,2
GINANA,2
GIUOMAR,2
GLAYDS,2
GLBERT,2
GLENMERE,2
GLENN,2
GLODSTON,2
GNZALEZ,2
GOSCICKI,2
GOSSET,2
GOVERNORS,2
GOZALEZ,2
GRANDE,2
GRASS,2
GREENSBORO,2
GREENVILLE,2
GREG,2
GRERE,2
GRESER,2
GRFAY,2
GRIESR,2
GRISER,2
GROVELAND,2
GROVES,2
GUAJAARDO,2
GUILELRMO,2
GUIOMRA,2
GYU,2
H311,2
HACIENDAS,2
HAL,2
HARLISS,2
HARRISOVN,2
HARTE,2
HARVARD,2
HARVE,2
HAYSE,2
HAZEL,2
HCESTER,2
HEALON,2
HELOI,2
HEMLOCK,2
HEURTA,2
HGINSON,2
HIGHLANDS,2
HILLVIEW,2
HINCKLYE,2
HINTON,2
HITING,2
HIWASSE,2
HLERNANDEZ,2
HOADNG,2
HOEP,2
HOLLAXND,2
HOLSTEIN,2
HOLZWARTNH,2
HONOR,2
HOOD,2
HOOLEBY,2
HOOVER,2
HORSE,2
HOVANESSIAN,2
HOWE,2
HOWEY,2
HOWIE,2
HSAMSI,2
HSERRY,2
HSTEVENS,2
HUISACHE,2
HUNTINGDON,2
HUSSAN,2
HUSSPAIN,2
HYAES,2
IASBEL,2
IDR,2
IGANNA,2
IGNARD,2
IJMENEZ,2
IKRBY,2
ILLINOIS,2
INDA,2
IPO,2
IR,2
IRCLE,2
IRVINE,2
ISABELLA,2
ISLES,2
IVE,2
IVERA,2
JACBOSON,2
JACKSONVILL,2
JACQUELINE,2
JADE,2
JAHANT,2
JAKSONVILLE,2
JAMISNO,2
JANE,2
JANICSCH,2
JCAPPS,2
JEFFRYE,2
JENAIE,2
JERUSHA,2
JESSIE,2
JESSIEVILLE,2
JKACOBSON,2
JLUIO,2
JMIENEZ,2
JNAA,2
JOFFER,2
JOHNSMON,2
JOLLA,2
JONATHAN,2
JONESBORO,2
JONH,2
JONHSON,2
JOREG,2
JOSPEH,2
JPO,2
JREDAN,2
JUDIHT,2
JUNA,2
K101,2
KAMLOOPS,2
KANAN,2
KAREN,2
KATELLA,2
KBOZEFF,2
KEARNEY,2
KEGLEWR,2
KELELR,2
KELER,2
KELYL,2
KEMP,2
KIGN,2
KIMBRO,2
KINGS,2
KINGSLEY,2
KINGSWOOD,2
KINGWOOD,2
KNIG,2
KOBEZFF,2
KOXBZEFF,2
KRAG,2
KRIBY,2
KYEL,2
LANDFAIR,2
LANGLEY,2
LARKIN,2
LAUDERALE,2
LAUDERHILL,2
LAURINDA,2
LAVACA,2
LAWRIE,2
LAZY,2
LBAKE,2
LDG,2
LEAD,2
LENCYZK,2
LENO,2
LEROY,2
LES,2
LEXINGTON,2
LGADYS,2
LGREEN,2
LIAS,2
LIEFER,2
LITTCHEN,2
LNAH,2
LO,2
LOBOS,2
LODI,2
LOGICA,2
LOIUS,2
LONE,2
LONGROIA,2
LONGWOOD,2
LOOOUT,2
LOPE,2
LOPZE,2
LOSANGELES,2
LOXAHATCHEE,2
LPOEZ,2
LTITLE,2
LXN,2
MAATSCI,2
MADERA,2
MADISON,2
MAERS,2
MAINC,2
MALIBU,2
MALICOAT,2
MANTECA,2
MANULE,2
MANZVO,2
MARBLEHEAD,2
MARGARET,2
MARGE,2
MARIE,2
MARJORIE,2
MARKWOOD,2
MARLIN,2
MARSAH,2
MARSE,2
MARSH,2
MARTINEZMENDOZA,2
MARTNIEZRUIZ,2
MARYANN,2
MASON,2
MATRENS,2
MATTOX,2
MAUNEL,2
MAX,2
MAY,2
MAYRANN,2
MCCALL,2
MCDONALD,2
MCIHAEL,2
MCIHELLE,2
MCINTOSH,2
MEADWO,2
MEDER,2
MEDICAL,2
MEDOWS,2
MELANCNO,2
MELENEDZ,2
MELLO,2
MENEZ,2
MERCER,2
MERRIMNA,2
MERRMIAN,2
MEYNDY,2
MIAM,2
MIAMIFLA,2
MICEHLLE,2
MICHELEL,2
MICHLELE,2
MIDLAND,2
MIGNONEN,2
MILANO,2
MINGONNE,2
MIRANAD,2
MISS,2
MITCEHLL,2
MITZI,2
MLAAE,2
MLAE,2
MLTON,2
MOLISE,2
MONTECITO,2
MONTYA,2
MOON,2
MQACTAL,2
MRATENS,2
MRAYANN,2
MRERIMAN,2
MROGAN,2
MUFFET,2
MUIRFIELD,2
MUSCATEL,2
MYRES,2
MYRNA,2
NATAHNIEL,2
NAVA,2
ND,2
NEILDIA,2
NEVADA,2
NICHOLE,2
NICOALS,2
NICOLSA,2
NRTH,2
NUTWOOD,2
OAKDALE,2
OCALIF,2
OEWN,2
OF,2
OFRD,2
OJ,2
OKBZEFF,2
OLGCIA,2
OLR,2
OLSON,2
OMRA,2
ONRMAN,2
ONZALEZ,2
OPUMA,2
ORE,2
ORION,2
OSLO,2
OSPIAN,2
OUSTON,2
OVE,2
OYLANDA,2
PACE,2
PACOIMA,2
PALMER,2
PALMS,2
PAMEAL,2
PAOLINI,2
PAP,2
PARKDALE,2
PARKWY,2
PARTICK,2
PARTMENT,2
PASS,2
PATRCIIA,2
PATRIICA,2
PATTY,2
PAULK,2
PCAPPS,2
PEA,2
PEAYO,2
PEDRJA,2
PELAOY,2
PERDIZ,2
PERIWINKLE,2
PHATRICK,2
PHILLIPP,2
PIPERS,2
PLAZA,2
PLIEGO,2
PMAELA,2
PMATA,2
PMOST,2
POND,2
PORTILLO,2
POSWER,2
POTOCYK,2
POUNDIS,2
PR,2
PRESTMONT,2
PRIVATE,2
PROCTOR,2
PROVINCIAL,2
PRR,2
PSO,2
PUON,2
QAIL,2
QSTREET,2
QUARRY,2
RAHN,2
RAIAS,2
RAINBOW,2
RAMADA,2
RANADA,2
RANDI,2
RANDLAL,2
RANDOLPH,2
RANIER,2
RAYOMND,2
RCOBERTS,2
REA,2
RED,2
REDMAPLE,2
REEE,2
REEK,2
REGATTA,2
REGENT,2
RENA,2
RENGSTROFF,2
RENTERIA,2
REYNOKLDS,2
REYNOLSD,2
RGAY,2
RGIESER,2
RHYAN,2
RIACRDO,2
RICAROD,2
RICKY,2
RICRADO,2
RIDGEWAY,2
RIHCARD,2
RIHCARDS,2
RILTO,2
RISUNEO,2
RITCHIE,2
RIVAS,2
RIVERBEND,2
RIXVERA,2
RIZA,2
RMONTGOMERY,2
RNCHO,2
ROBEROT,2
ROBERTPS,2
ROBERTSON,2
ROBETRS,2
ROCKFIELD,2
ROCKLEDGE,2
ROCKY,2
RODEAR,2
RODRIDGUEZ,2
RODRIGTUE,2
ROIBN,2
ROLAND,2
ROLLING,2
ROSALINDA,2
RUBNE,2
RUE,2
RUGBY,2
RUIBE,2
RUSHING,2
RUSTIC,2
RYAMOND,2
SA,2
SAAN,2
SABINA,2
SACRAENTO,2
SACRAMETO,2
SAMEERA,2
SAMMARR,2
SANDOR,2
SANDOVL,2
SAPIEN,2
SAPN,2
SAT,2
SATTERWHITE,2
SAVANNA,2
SAXN,2
SCOUTT,2
SEABROOK,2
SEAL,2
SEARCY,2
SEGUNDO,2
SGACRAMENTO,2
SHADOW,2
SHAID,2
SHAIRA,2
SHARP,2
SHAWNTHA,2
SHEELER,2
SHEIAL,2
SHELTPON,2
SHERMAN,2
SHINGLE,2
SHOREVIEW,2
SICA,2
SILVEROCK,2
SITH,2
SLADZICKI,2
SLASINI,2
SLEEPY,2
SLNADZICKI,2
SLOCUM,2
SMAEERA,2
SMIT,2
SMOKEWOOD,2
SNICLAIR,2
SOBEY,2
SOGLO,2
SOLANA,2
SOLITUDE,2
SONE,2
SONNY,2
SOQUEL,2
SORIAON,2
SOTO,2
SOUT,2
SPRINGSFL,2
SPRUCE,2
STAG,2
STEFANI,2
STEWIART,2
STP,2
STRATFORD,2
SUE,2
SUGUIMIZU,2
SUISUN,2
SUNNY,2
SURREY,2
SUSANNA,2
SUSNA,2
SYDNYE,2
SYLVY,2
TAHOE,2
TALOR,2
TALYOR,2
TARCY,2
TASCOSA,2
TAX,2
TAYLRO,2
TAYOLR,2
TED,2
TEHELE,2
TERRA,2
TERREI,2
TERRLE,2
TESSIE,2
TETXAS,2
TEXARKANA,2
THEERSA,2
THEREAS,2
THOAMS,2
THOMPMSON,2
TIAN,2
TILOBE,2
TIMOTHY,2
TNIA,2
TOA,2
TORIA,2
TORRIDON,2
TOWN,2
TR,2
TRINITY,2
TRIPLE,2
TRISH,2
TRLS,2
TROTTERS,2
TROY,2
TRT,2
TRUEVINO,2
TULELAKE,2
TURTLE,2
TWIN,2
TXAS,2
TXK,2
TXX,2
TYRZA,2
TZX,2
UCA,2
UHERTA,2
UMBER,2
UNIVERSITY,2
UPO,2
URANO,2
URIS,2
VALANDINGHAM,2
VALETNINE,2
VANILLA,2
VANLNDINGHAM,2
VASSQUEZ,2
VBOX,2
VDCT,2
VEANS,2
VEDR,2
VENUSTO,2
VERACRUZ,2
VI,2
VICK,2
VIEWPOINT,2
VIGEN,2
VILLAREAL,2
VINEYARD,2
VLENTINE,2
VPO,2
W9,2
WA,2
WABURTON,2
WAEVER,2
WAIBE,2
WALK,2
WARISNG,2
WASHINGTNO,2
WATER,2
WEATHERFORD,2
WEEKS,2
WELDON,2
WHIPPOOHWILL,2
WHITEFIELD,2
WHITEHALL,2
WHITETLE,2
WHITIG,2
WIHTTLE,2
WILLIASM,2
WILLOWC,2
WILMINGTON,2
WIMAUMA,2
WINCKLER,2
WINDBREAKER,2
WINERY,2
WIRSING,2
WLISON,2
WNYN,2
WONGTHAVARAWAT,2
WOOD,2
WOODHAVEN,2
WRAD,2
WTASON,2
WUNDERLICH,2
WYLIE,2
XST,2
XUNADAO,2
YAGUDIN,2
YALE,2
YANNELSI,2
YBOX,2
YDICKEY,2
YOUG,2
YUPON,2
ZALIDVAR,2
ZATAARIN,2
ZATJARAIN,2
ZLOPEZ,2
001,1
0023,1
005,1
0103,1
0117,1
012414098,1
012539204,1
012582249,1
012687271,1
012923663,1
020238519,1
020374753,1
020483660,1
020521275,1
021069352,1
021258240,1
021338495,1
021370119,1
021385175,1
021385715,1
021385751,1
021421666,1
021426504,1
021426540,1
021442444,1
021474688,1
021481872,1
021496861,1
021506636,1
021508171,1
021520209,1
021528204,1
021528240,1
021539240,1
021579307,1
021609352,1
021627062,1
021646381,1
021656386,1
021688429,1
021688492,1
021695144,1
021728108,1
021728180,1
021762310,1
021771983,1
021777345,1
021787682,1
021790298,1
021796347,1
021808647,1
021808674,1
021830458,1
021833868,1
021846300,1
021868386,1
021885635,1
021886879,1
021921077,1
021923636,1
021941413,1
021997395,1
022010234,1
022013054,1
022015609,1
022015690,1
022038519,1
022076398,1
022100639,1
022102034,1
022127947,1
022181041,1
022192037,1
022196778,1
022202042,1
022208371,1
022253749,1
022267805,1
022317624,1
022339811,1
022345095,1
022345905,1
022349351,1
022410669,1
022428219,1
022435043,1
022452002,1
022464758,1
022468421,1
022470451,1
022477854,1
022518113,1
022524764,1
022540139,1
022564036,1
022588987,1
022608572,1
022613395,1
022616800,1
022621834,1
022701474,1
022705118,1
022714436,1
022719821,1
022755371,1
022765397,1
022837254,1
022841483,1
022842501,1
022845021,1
022845201,1
022888256,1
022900999,1
022949203,1
022974179,1
023011879,1
023040287,1
023040736,1
023047555,1
023052817,1
023066904,1
023085088,1
023096246,1
023105095,1
023109186,1
023125111,1
023126656,1
023138459,1
023138495,1
023153154,1
023179971,1
023215111,1
023215205,1
023226182,1
023285418,1
023312078,1
023312708,1
023346360,1
023347907,1
023394609,1
023394690,1
023400736,1
023457706,1
023467282,1
023569485,1
023596485,1
023605107,1
023621233,1
023624778,1
023669756,1
023675208,1
023676101,1
023716402,1
023727282,1
023730674,1
023771364,1
023817094,1
023817904,1
023818182,1
023818812,1
023819704,1
023846017,1
023846481,1
023846814,1
023846841,1
023864841,1
023868397,1
023872968,1
023873293,1
023887230,1
023901242,1
023917584,1
023931317,1
023946749,1
023946794,1
023963910,1
023984762,1
024001340,1
024011535,1
024027258,1
024041910,1
024047565,1
024054832,1
024055267,1
024072258,1
024083236,1
024118099,1
024120546,1
024136883,1
024141223,1
024194556,1
024230704,1
024234112,1
024245259,1
024251376,1
024256597,1
024264758,1
024265579,1
024281940,1
024289104,1
024324112,1
024344604,1
024346251,1
024370640,1
024375247,1
024384143,1
024384689,1
024384698,1
024386120,1
024406775,1
024417256,1
024420102,1
024426737,1
024447556,1
024447565,1
024450732,1
024471256,1
024471294,1
024472725,1
024504832,1
024508033,1
024515296,1
024521367,1
024521376,1
024525839,1
024527587,1
024540732,1
024562768,1
024570609,1
024572587,1
024592282,1
024608962,1
024645972,1
024665644,1
024711885,1
024714029,1
024731490,1
024744700,1
024750609,1
024772154,1
024772514,1
024775214,1
024832454,1
024875039,1
024879452,1
024895922,1
024931442,1
024967140,1
025009891,1
025014581,1
025021257,1
025029651,1
025044592,1
025057746,1
025077463,1
025108171,1
025125054,1
025179435,1
025185760,1
025213528,1
025224764,1
025246842,1
025252211,1
025285325,1
025288479,1
025288749,1
025314714,1
025314741,1
025314936,1
025317183,1
025321080,1
025363986,1
025385970,1
025397919,1
025400116,1
025406930,1
025407763,1
025409434,1
025421209,1
025426842,1
025430957,1
025439057,1
025481012,1
025492855,1
025507746,1
025522211,1
025536496,1
025542023,1
025560419,1
025565415,1
025583759,1
025583795,1
025661860,1
025691215,1
025691921,1
025804597,1
025857686,1
025874759,1
025884156,1
025921466,1
025921646,1
025926321,1
025970478,1
026019039,1
026031655,1
026071685,1
026119889,1
026147975,1
026152974,1
026166329,1
026201164,1
026223176,1
026288270,1
026322903,1
026331815,1
026332475,1
026351104,1
026395523,1
026399431,1
026402548,1
026402584,1
026417110,1
026474924,1
026479862,1
026487031,1
026505185,1
026509566,1
026523214,1
026568390,1
026587789,1
026591921,1
026644532,1
026680213,1
026698310,1
026701685,1
026727540,1
026793041,1
026793401,1
026810018,1
026818151,1
026826102,1
026826120,1
026828785,1
026841318,1
026849307,1
026876926,1
026880680,1
026944045,1
026984558,1
026985558,1
027038134,1
027047858,1
027047885,1
027050197,1
027088296,1
027111734,1
027118986,1
027143015,1
027166369,1
027192849,1
027192894,1
027311114,1
027343070,1
027413015,1
028158499,1
028373293,1
028574759,1
029362132,1
029537919,1
029576986,1
032666872,1
042136883,1
042230419,1
042450732,1
042631642,1
042633835,1
042906119,1
05,1
062201164,1
062223176,1
062941317,1
064,1
0650,1
07,1
0715,1
072094855,1
072192849,1
076,1
081,1
087,1
10009,1
10014,1
1006,1
100A,1
100TH,1
1011,1
10121,1
10170,1
10182,1
101ST,1
1020,1
10219,1
10223,1
10260,1
10270,1
10290,1
10313,1
1033,1
10368,1
1040,1
10415,1
10435,1
10461,1
10565,1
105TH,1
1060,1
10601,1
1064,1
10660,1
106THAVENUE,1
107,1
10711,1
10711L,1
10740,1
10770,1
1080,1
10815,1
10824,1
10831,1
10892,1
1090A,1
1094,1
1097,1
10D25,1
10THAVENU,1
11023I,1
11034,1
1105,1
11153,1
11176,1
1120,1
11275,1
113,1
1131,1
1132,1
11325,1
1133,1
11354,1
1136,1
1138PLEASANT,1
113Y,1
11444,1
1150OAKPOINT,1
1151,1
11515,1
11534,1
1155,1
116,1
117,1
11731,1
1175,1
1184,1
1187,1
11912,1
1194,1
11E,1
11H,1
11J211,1
11THST,1
11Y58,1
11Z245,1
12012,1
12016,1
12026,1
12056,1
12060,1
1207,1
12103,1
1212,1
12135,1
12143,1
1216,1
1219,1
121ST,1
12208,1
1221,1
12216,1
1225,1
12252,1
12272WARBLER,1
122ND,1
1230,1
12302,1
12304,1
12305H,1
1232,1
12324,1
12327,1
1233,1
12332,1
1234,1
12370119,1
12386,1
123RRD,1
12407783,1
1241,1
12410,1
12447688,1
12461,1
12465,1
12481,1
12501,1
1251,1
12562,1
1257,1
12573907,1
127P58,1
12800,1
12810,1
12814,1
12853,1
12863533,1
12868386,1
12874,1
12887,1
1290,1
12929,1
1294,1
12990324,1
12D643,1
12L394,1
12THSTREET,1
13005,1
13007,1
1301K,1
1305,1
13057,1
130967,1
130T1,1
1311,1
13131,1
1314,1
1316,1
1317Y,1
1318,1
13217,1
13221,1
13230,1
1326,1
13288,1
13316,1
1333,1
13341,1
1335,1
133H,1
13475,1
1350,1
1355,1
135K15,1
135TH,1
136,1
1360,1
13611,1
13622,1
1369,1
1371,1
1371R,1
137O4,1
1380,1
13838,1
13839,1
13840,1
13878,1
13905,1
1390Y5,1
13H3,1
13R87,1
13TBH,1
13TZH,1
14019,1
14021,1
14076,1
1411CANON,1
14137,1
1415,1
14167,1
14169,1
141M3,1
141N3,1
141P2,1
14202,1
14223,1
142Y2,1
1431,1
14315,1
1436,1
143RD,1
1444,1
1449,1
14534,1
14581,1
14619,1
14625,1
1469,1
147,1
1470,1
1479,1
14825,1
14884,1
1490,1
1492,1
14921,1
1496,1
14967,1
14C206,1
14J49,1
14THCOURT,1
150,1
1505,1
1507V06,1
15114,1
1512,1
15122,1
151Q,1
153,1
1533,1
15386,1
15423,1
15441,1
15464,1
155002,1
15506,1
1553,1
1555,1
15591,1
1563,1
15660,1
1568,1
15699,1
15706,1
1575,1
15756,1
15774,1
15801,1
15835,1
15897S,1
158TH,1
15901,1
15963,1
15M234,1
15Q4,1
15T,1
15THO,1
15W009,1
1601,1
16044CALLE,1
16048,1
16060,1
160A,1
160I,1
1612,1
1618,1
1620,1
1622,1
16245,1
1625,1
16252,1
1626,1
162651,1
1627ARIZONA,1
1627C,1
1630,1
163RD,1
1640SOPHIE,1
16451,1
164TH,1
1653,1
1655,1
16553,1
16589,1
165M02,1
165P7,1
16607,1
166TH,1
1673,1
1677,1
1680,1
16820,1
16841,1
1693,1
1694,1
1695,1
1699,1
17001,1
17002,1
1709,1
17099,1
1710,1
17177,1
17201,1
17210,1
1721AN,1
17230,1
1727,1
173,1
1732R,1
17341,1
1736,1
174,1
1740E,1
1741,1
17450,1
17522,1
17567,1
17568,1
176,1
17620,1
17621,1
1765,1
1770,1
1773,1
17733,1
17750,1
1793,1
18002,1
18025,1
1804,1
1805,1
18061,1
180QTH,1
1810,1
18120,1
1812E10,1
18245,1
1825,1
18254,1
18263,1
182X3,1
1830,1
1830FLORIDA,1
18312,1
1833,1
1849,1
184TH,1
18517,1
1855,1
1857WEST,1
185V0,1
186,1
1860,1
1861K6,1
1864,1
187,1
1871,1
18738,1
18799,1
18806,1
18862,1
18966,1
1896V0,1
18C528,1
18D28,1
18F517,1
18H,1
18KTH,1
19010424,1
19020117,1
19020319,1
19028,1
19030216,1
19050809,1
19050927,1
19060322,1
19060925,1
1907Q,1
19080721,1
19090512,1
19090804,1
19093,1
19100922,1
19120305,1
1914,1
1914N0,1
19158,1
19160224,1
19161224,1
19170401,1
19170621,1
19170809,1
19181008,1
19181218,1
19190520,1
19199,1
191KST,1
19200212,1
19201014,1
19210416,1
19210519,1
19218,1
1921F,1
1922,1
19220507,1
19231128,1
19240321,1
19240610,1
19240803,1
19250506,1
19250511,1
19250606,1
19256,1
1927,1
19271027,1
1928,1
19290909,1
19300528,1
19311217,1
19320415,1
1933,1
19330529,1
19331128,1
1934,1
19340116,1
19340323,1
19350613,1
19350701,1
19350722,1
19350828,1
19360403,1
19360501,1
19361215,1
19370121,1
19370504,1
19380109,1
19380715,1
19380914,1
19381016,1
19381118,1
1939,1
19390124,1
19400610,1
19411230,1
19430209,1
19430219,1
19440806,1
19440821,1
19460719,1
19471221,1
19480205,1
19480303,1
19480719,1
19490225,1
19490531,1
19501009,1
19510609,1
19520420,1
19520812,1
19531118,1
19531218,1
19540727,1
1955,1
19550807,1
19560830,1
19570429,1
19570628,1
19571023,1
1958,1
19580621,1
19590212,1
196,1
19600402,1
19610505,1
19610717,1
19620,1
19620110,1
19620227,1
19630310,1
19640821,1
19646,1
19650105,1
19650405,1
19650528,1
19660409,1
19660411,1
19660927,1
19670107,1
19670916,1
19681,1
19691204,1
19700409,1
19700419,1
19700628,1
19701009,1
19701027,1
19710325,1
19711,1
19731011,1
19750918,1
19760225,1
19761023,1
19765,1
19770116,1
19780823,1
19780912,1
19810206,1
1983,1
19841216,1
19850302,1
19850606,1
19860927,1
19895,1
1999,1
199T,1
19TH,1
1A06,1
1A0872,1
1A806,1
1D0014,1
1F55002,1
1G885,1
1L17,1
1M33,1
1N350,1
1P10,1
1P112,1
1Q104,1
1S1153,1
1S91ST,1
1SFT,1
1V1,1
1V426,1
2002,1
200X7,1
201421666,1
201552428,1
201653937,1
201759271,1
201837741,1
201886879,1
201993086,1
202100234,1
202154206,1
202208731,1
202286009,1
20237,1
202428219,1
202457358,1
2025,1
202564036,1
20268,1
2028,1
202810696,1
202900999,1
202912037,1
2030,1
20302260,1
203040287,1
203069604,1
203126665,1
203138495,1
203168068,1
203190303,1
20320946,1
203258770,1
2033,1
203390391,1
203394609,1
203469739,1
203563986,1
203567984,1
203731185,1
203747388,1
203777316,1
203818812,1
203920858,1
204011535,1
204230419,1
204320704,1
204370640,1
204426737,1
204450732,1
204452473,1
204471256,1
204537945,1
204644687,1
204677081,1
204714029,1
204777607,1
20483660,1
20499,1
204TH,1
205146663,1
205296321,1
205314741,1
205317183,1
205407736,1
205426842,1
20554,1
20557746,1
205617623,1
205859531,1
205885380,1
205996345,1
205996446,1
206189770,1
206193626,1
206221834,1
206237074,1
206291095,1
206331185,1
206417101,1
20643,1
206465644,1
206506867,1
206526762,1
206616329,1
206620650,1
206623839,1
206680213,1
206806788,1
20681,1
206841318,1
20697,1
207166396,1
20719,1
207191139,1
20766,1
208,1
2091651571,1
2092002331,1
2092236060,1
2092375601,1
2092381578,1
2092522504,1
2092757006,1
2093088224,1
2093133303,1
2093283804,1
2093788754,1
2094053600,1
2094843768,1
2096340022,1
2097642638,1
2097682873,1
2097823872,1
2098,1
2098111854,1
2098168457,1
2098833513,1
20999,1
20L,1
20TH,1
21016,1
2102657256,1
2102668041,1
2103,1
21030,1
2106365823,1
2106726242,1
2107,1
2107075454,1
2107114268,1
2107467315,1
2107747554,1
2108,1
210G6,1
210LTA,1
2110,1
2112,1
2116,1
2121,1
21212,1
21231,1
21232,1
21322427,1
21361764,1
21370191,1
21371019,1
21380458,1
21384415,1
21384451,1
21384541,1
21385715,1
21385751,1
21388689,1
21400139,1
21409500,1
2141030101,1
2141032513,1
2141683114,1
21420546,1
21421666,1
2142523707,1
21426540,1
2143320366,1
2143630480,1
21446788,1
21447868,1
2146067816,1
21481827,1
2148476723,1
2149,1
21506636,1
21510965,1
21511,1
2152,1
21524333,1
21539204,1
21539240,1
21566386,1
21573907,1
21582294,1
21586772,1
21593,1
21598060,1
2159ENCINAL,1
21609325,1
21627026,1
21647957,1
21647975,1
21653973,1
21656368,1
21659144,1
2173,1
21731114,1
21762301,1
21762310,1
21777345,1
21778862,1
21784868,1
21784886,1
21807068,1
21837714,1
21838368,1
21846300,1
21847743,1
21859060,1
21871,1
21885635,1
21891302,1
21920177,1
21921077,1
21932663,1
21941413,1
21941431,1
21976174,1
21990324,1
21993806,1
21R60,1
21S52,1
220,1
2200,1
22008432,1
22010354,1
22015609,1
2204N,1
22063275,1
22069687,1
22071474,1
22075433,1
22076398,1
2209,1
22105609,1
22106619,1
2212,1
22126913,1
22127947,1
22136929,1
22143612,1
22146,1
22146381,1
2215,1
22154780,1
22157588,1
22169778,1
22175858,1
2219,1
22190794,1
22207323,1
22207332,1
22208731,1
2221,1
22216418,1
22217947,1
22245230,1
22247989,1
22257349,1
22261418,1
22268705,1
2228,1
22286090,1
22315205,1
22317624,1
22326182,1
22338911,1
22339181,1
22348147,1
22349351,1
22351205,1
22358770,1
22380255,1
22382055,1
22395,1
22406,1
2241,1
22410696,1
22416381,1
22425020,1
22425320,1
22428219,1
22428291,1
2242SW,1
22430543,1
22431478,1
22431487,1
22431847,1
22457538,1
22459698,1
22468282,1
22468421,1
22478745,1
22495689,1
22503309,1
22504,1
22508,1
22509955,1
22524764,1
22540139,1
22542011,1
22551375,1
22553175,1
22564306,1
22570857,1
22570875,1
22575371,1
22576397,1
22579,1
2260,1
22608572,1
22609687,1
22623,1
22630913,1
22655,1
22656,1
22657029,1
22691095,1
22702568,1
22705118,1
22709,1
22719281,1
22719821,1
22723220,1
22741436,1
22742020,1
22753571,1
22794179,1
22810966,1
22834147,1
2285,1
22860781,1
22890468,1
228TH,1
22912073,1
22921,1
22921037,1
22942903,1
22953413,1
22960712,1
22961888,1
2297,1
22981460,1
22984160,1
22994203,1
23007223,1
23011789,1
2302,1
23052187,1
23052817,1
23069604,1
23075,1
23077453,1
2310,1
23105905,1
23109168,1
2311,1
23126909,1
23134,1
23134895,1
23138459,1
23138495,1
23141981,1
23148656,1
23153145,1
23176217,1
23177323,1
23184451,1
23184665,1
23186068,1
23190303,1
23193881,1
23207135,1
2322,1
23226182,1
2323,1
23256707,1
23257607,1
23258707,1
23258770,1
23261233,1
23312087,1
23318495,1
23346630,1
23347907,1
23374211,1
23390319,1
23390931,1
23391210,1
23396409,1
23414256,1
2342,1
